Route,Velocity,Time,Weather,Roadtype,Holiday
302,33.8,2014-01-11 07:00:00,2,1,2
302,33,2014-01-11 08:00:00,2,1,2
302,30.66666667,2014-01-11 09:00:00,2,1,2
302,30.66666667,2014-01-11 10:00:00,2,1,2
302,30.66666667,2014-01-11 11:00:00,2,1,2
302,30.14285714,2014-01-11 12:00:00,2,1,2
302,27.9375,2014-01-11 13:00:00,2,1,2
302,27.85714286,2014-01-11 14:00:00,2,1,2
302,30.375,2014-01-11 15:00:00,2,1,2
302,25.76923077,2014-01-11 16:00:00,2,1,2
302,26.13333333,2014-01-11 17:00:00,2,1,2
302,27.66666667,2014-01-11 18:00:00,2,1,2
302,33.75,2014-01-11 19:00:00,2,1,2
302,33.73333333,2014-01-11 20:00:00,2,1,2
302,33.71428571,2014-01-11 21:00:00,2,1,2
302,34,2014-01-11 22:00:00,2,1,2
302,34,2014-01-11 23:00:00,2,1,2
302,34,2014-01-12 00:00:00,2,1,2
302,34,2014-01-12 01:00:00,2,1,2
302,34,2014-01-12 02:00:00,2,1,2
302,34,2014-01-12 03:00:00,2,1,2
302,34,2014-01-12 04:00:00,2,1,2
302,34,2014-01-12 05:00:00,2,1,2
302,33.73333333,2014-01-12 06:00:00,2,1,2
302,34.4375,2014-01-12 07:00:00,2,1,2
302,34.07142857,2014-01-12 08:00:00,2,1,2
302,35.26666667,2014-01-12 09:00:00,2,1,2
302,36,2014-01-12 10:00:00,2,1,2
302,36,2014-01-12 11:00:00,2,1,2
302,35.42857143,2014-01-12 12:00:00,2,1,2
302,35.46666667,2014-01-12 13:00:00,2,1,2
302,33.93333333,2014-01-12 14:00:00,2,1,2
302,34.0625,2014-01-12 15:00:00,2,1,2
302,32,2014-01-12 16:00:00,2,1,2
302,33.73333333,2014-01-12 17:00:00,2,1,2
302,34,2014-01-12 18:00:00,2,1,2
302,34,2014-01-12 19:00:00,2,1,2
302,34,2014-01-12 20:00:00,2,1,2
302,34,2014-01-12 21:00:00,2,1,2
302,34,2014-01-12 22:00:00,2,1,2
302,34,2014-01-12 23:00:00,2,1,2
302,33.86666667,2014-01-13 00:00:00,3,1,1
302,34,2014-01-13 01:00:00,3,1,1
302,33.73333333,2014-01-13 02:00:00,3,1,1
302,35.2,2014-01-13 03:00:00,3,1,1
302,35.93333333,2014-01-13 04:00:00,3,1,1
302,36,2014-01-13 05:00:00,3,1,1
302,35.8,2014-01-13 06:00:00,3,1,1
302,33,2014-01-13 07:00:00,3,1,1
302,26.61538462,2014-01-13 08:00:00,3,1,1
302,29.3125,2014-01-13 09:00:00,3,1,1
302,33.71428571,2014-01-13 10:00:00,3,1,1
302,31.9375,2014-01-13 11:00:00,3,1,1
302,33.78571429,2014-01-13 12:00:00,3,1,1
302,33.53333333,2014-01-13 13:00:00,3,1,1
302,24.53333333,2014-01-13 14:00:00,3,1,1
302,17.5,2014-01-13 15:00:00,3,1,1
302,19.53333333,2014-01-13 16:00:00,3,1,1
302,20.78571429,2014-01-13 17:00:00,3,1,1
302,22.33333333,2014-01-13 18:00:00,3,1,1
302,28.73333333,2014-01-13 19:00:00,3,1,1
302,32,2014-01-13 20:00:00,3,1,1
302,32,2014-01-13 21:00:00,3,1,1
302,32,2014-01-13 22:00:00,3,1,1
302,32,2014-01-13 23:00:00,3,1,1
302,32.06666667,2014-01-14 00:00:00,1,1,1
302,32,2014-01-14 01:00:00,1,1,1
302,32,2014-01-14 02:00:00,1,1,1
302,32,2014-01-14 03:00:00,1,1,1
302,32,2014-01-14 04:00:00,1,1,1
302,32,2014-01-14 05:00:00,1,1,1
302,32.42857143,2014-01-14 06:00:00,1,1,1
302,31.875,2014-01-14 07:00:00,1,1,1
302,27.35714286,2014-01-14 08:00:00,1,1,1
302,30.78571429,2014-01-14 09:00:00,1,1,1
302,35.66666667,2014-01-14 10:00:00,1,1,1
302,35.125,2014-01-14 11:00:00,1,1,1
302,35.8,2014-01-14 12:00:00,1,1,1
302,35.33333333,2014-01-14 13:00:00,1,1,1
302,30,2014-01-14 14:00:00,1,1,1
302,23.9375,2014-01-14 15:00:00,1,1,1
302,24.71428571,2014-01-14 16:00:00,1,1,1
302,19.53333333,2014-01-14 17:00:00,1,1,1
302,17.21428571,2014-01-14 18:00:00,1,1,1
302,31.625,2014-01-14 19:00:00,1,1,1
302,32.06666667,2014-01-14 20:00:00,1,1,1
302,32.14285714,2014-01-14 21:00:00,1,1,1
302,33.4,2014-01-14 22:00:00,1,1,1
302,33.85714286,2014-01-14 23:00:00,1,1,1
302,34.2,2014-01-15 00:00:00,1,1,1
302,33.8,2014-01-15 01:00:00,1,1,1
302,34.125,2014-01-15 02:00:00,1,1,1
302,33.69230769,2014-01-15 03:00:00,1,1,1
302,33.8,2014-01-15 04:00:00,1,1,1
302,34.13333333,2014-01-15 05:00:00,1,1,1
302,33.66666667,2014-01-15 06:00:00,1,1,1
302,35.06666667,2014-01-15 07:00:00,1,1,1
302,28.4375,2014-01-15 08:00:00,1,1,1
302,31.28571429,2014-01-15 09:00:00,1,1,1
302,31.5625,2014-01-15 10:00:00,1,1,1
302,35.57142857,2014-01-15 11:00:00,1,1,1
302,34.64285714,2014-01-15 12:00:00,1,1,1
302,32.0625,2014-01-15 13:00:00,1,1,1
302,28.93333333,2014-01-15 14:00:00,1,1,1
302,27.46666667,2014-01-15 15:00:00,1,1,1
302,26.46666667,2014-01-15 16:00:00,1,1,1
302,20.35714286,2014-01-15 17:00:00,1,1,1
302,20.93333333,2014-01-15 18:00:00,1,1,1
302,31.92857143,2014-01-15 19:00:00,1,1,1
302,32.33333333,2014-01-15 20:00:00,1,1,1
302,32.53333333,2014-01-15 21:00:00,1,1,1
302,32.6875,2014-01-15 22:00:00,1,1,1
302,32.71428571,2014-01-15 23:00:00,1,1,1
302,32.66666667,2014-01-16 00:00:00,1,1,1
302,32.6,2014-01-16 01:00:00,1,1,1
302,32.64285714,2014-01-16 02:00:00,1,1,1
302,32.85714286,2014-01-16 03:00:00,1,1,1
302,33.26666667,2014-01-16 04:00:00,1,1,1
302,33.75,2014-01-16 05:00:00,1,1,1
302,33.53333333,2014-01-16 06:00:00,1,1,1
302,33.92857143,2014-01-16 07:00:00,1,1,1
302,31.5625,2014-01-16 08:00:00,1,1,1
302,28.5,2014-01-16 09:00:00,1,1,1
302,32.73333333,2014-01-16 10:00:00,1,1,1
302,33.66666667,2014-01-16 11:00:00,1,1,1
302,33.07142857,2014-01-16 12:00:00,1,1,1
302,34.06666667,2014-01-16 13:00:00,1,1,1
302,30.66666667,2014-01-16 14:00:00,1,1,1
302,31.73333333,2014-01-16 15:00:00,1,1,1
302,31.06666667,2014-01-16 16:00:00,1,1,1
302,20.73333333,2014-01-16 17:00:00,1,1,1
302,23.28571429,2014-01-16 18:00:00,1,1,1
302,27.6,2014-01-16 19:00:00,1,1,1
302,32.06666667,2014-01-16 20:00:00,1,1,1
302,32.93333333,2014-01-16 21:00:00,1,1,1
302,33.14285714,2014-01-16 22:00:00,1,1,1
302,35,2014-01-16 23:00:00,1,1,1
302,34.86666667,2014-01-17 00:00:00,1,1,1
302,35,2014-01-17 01:00:00,1,1,1
302,35,2014-01-17 02:00:00,1,1,1
302,35.33333333,2014-01-17 03:00:00,1,1,1
302,35.71428571,2014-01-17 04:00:00,1,1,1
302,35.53333333,2014-01-17 05:00:00,1,1,1
302,35.1875,2014-01-17 06:00:00,1,1,1
302,33.92857143,2014-01-17 07:00:00,1,1,1
302,28.21428571,2014-01-17 08:00:00,1,1,1
302,32.06666667,2014-01-17 09:00:00,1,1,1
302,33,2014-01-17 10:00:00,1,1,1
302,33.86666667,2014-01-17 11:00:00,1,1,1
302,33.66666667,2014-01-17 12:00:00,1,1,1
302,33.64285714,2014-01-17 13:00:00,1,1,1
302,30,2014-01-17 14:00:00,1,1,1
302,23.42857143,2014-01-17 15:00:00,1,1,1
302,23.9375,2014-01-17 16:00:00,1,1,1
302,20.71428571,2014-01-17 17:00:00,1,1,1
302,18.93333333,2014-01-17 18:00:00,1,1,1
302,28.5625,2014-01-17 19:00:00,1,1,1
302,33,2014-01-17 20:00:00,1,1,1
302,30.375,2014-01-17 21:00:00,1,1,1
302,33,2014-01-17 22:00:00,1,1,1
302,33,2014-01-17 23:00:00,1,1,1
302,33,2014-01-18 00:00:00,1,1,2
302,33,2014-01-18 01:00:00,1,1,2
302,33,2014-01-18 02:00:00,1,1,2
302,33,2014-01-18 03:00:00,1,1,2
302,33,2014-01-18 04:00:00,1,1,2
302,33.4,2014-01-18 05:00:00,1,1,2
302,34,2014-01-18 06:00:00,1,1,2
302,34.375,2014-01-18 07:00:00,1,1,2
302,35,2014-01-18 08:00:00,1,1,2
302,34.71428571,2014-01-18 09:00:00,1,1,2
302,31.26666667,2014-01-18 10:00:00,1,1,2
302,33,2014-01-18 11:00:00,1,1,2
302,32.6,2014-01-18 12:00:00,1,1,2
302,34,2014-01-18 13:00:00,1,1,2
302,32.6,2014-01-18 14:00:00,1,1,2
302,29.33333333,2014-01-18 15:00:00,1,1,2
302,28.06666667,2014-01-18 16:00:00,1,1,2
302,27.78571429,2014-01-18 17:00:00,1,1,2
302,32.125,2014-01-18 18:00:00,1,1,2
302,33.64285714,2014-01-18 19:00:00,1,1,2
302,32,2014-01-18 20:00:00,1,1,2
302,29,2014-01-18 21:00:00,1,1,2
302,33.46153846,2014-01-18 22:00:00,1,1,2
302,34,2014-01-18 23:00:00,1,1,2
302,34.07142857,2014-01-19 00:00:00,1,1,2
302,34,2014-01-19 01:00:00,1,1,2
302,34,2014-01-19 02:00:00,1,1,2
302,34,2014-01-19 03:00:00,1,1,2
302,34,2014-01-19 04:00:00,1,1,2
302,34,2014-01-19 05:00:00,1,1,2
302,34.66666667,2014-01-19 06:00:00,1,1,2
302,34.86666667,2014-01-19 07:00:00,1,1,2
302,34.8,2014-01-19 08:00:00,1,1,2
302,33.8,2014-01-19 09:00:00,1,1,2
302,32.73333333,2014-01-19 10:00:00,1,1,2
302,34.35714286,2014-01-19 11:00:00,1,1,2
302,34.86666667,2014-01-19 12:00:00,1,1,2
302,33.06666667,2014-01-19 13:00:00,1,1,2
302,29,2014-01-19 14:00:00,1,1,2
302,27.66666667,2014-01-19 15:00:00,1,1,2
302,29.75,2014-01-19 16:00:00,1,1,2
302,32.06666667,2014-01-19 17:00:00,1,1,2
302,34.33333333,2014-01-19 18:00:00,1,1,2
302,35,2014-01-19 19:00:00,1,1,2
302,35,2014-01-19 20:00:00,1,1,2
302,35,2014-01-19 21:00:00,1,1,2
302,35,2014-01-19 22:00:00,1,1,2
302,34.9375,2014-01-19 23:00:00,1,1,2
302,34.93333333,2014-01-20 00:00:00,1,1,1
302,35,2014-01-20 01:00:00,1,1,1
302,35,2014-01-20 02:00:00,1,1,1
302,35.625,2014-01-20 03:00:00,1,1,1
302,35.92857143,2014-01-20 04:00:00,1,1,1
302,36.4,2014-01-20 05:00:00,1,1,1
302,37,2014-01-20 06:00:00,1,1,1
302,35.85714286,2014-01-20 07:00:00,1,1,1
302,29.13333333,2014-01-20 08:00:00,1,1,1
302,29.375,2014-01-20 09:00:00,1,1,1
302,34.78571429,2014-01-20 10:00:00,1,1,1
302,35.46666667,2014-01-20 11:00:00,1,1,1
302,35.26666667,2014-01-20 12:00:00,1,1,1
302,35.4375,2014-01-20 13:00:00,1,1,1
302,31.42857143,2014-01-20 14:00:00,1,1,1
302,25.26666667,2014-01-20 15:00:00,1,1,1
302,22.53333333,2014-01-20 16:00:00,1,1,1
302,13.125,2014-01-20 17:00:00,1,1,1
302,15,2014-01-20 18:00:00,1,1,1
302,25,2014-01-20 19:00:00,1,1,1
302,31.875,2014-01-20 20:00:00,1,1,1
302,33.07142857,2014-01-20 21:00:00,1,1,1
302,33.4,2014-01-20 22:00:00,1,1,1
302,34,2014-01-20 23:00:00,1,1,1
302,34,2014-01-21 00:00:00,1,1,1
302,34.64285714,2014-01-21 01:00:00,1,1,1
302,34.875,2014-01-21 02:00:00,1,1,1
302,35,2014-01-21 03:00:00,1,1,1
302,34.86666667,2014-01-21 04:00:00,1,1,1
302,34.86666667,2014-01-21 05:00:00,1,1,1
302,34.86666667,2014-01-21 06:00:00,1,1,1
302,34.93333333,2014-01-21 07:00:00,1,1,1
302,25.86666667,2014-01-21 08:00:00,1,1,1
302,27.2,2014-01-21 09:00:00,1,1,1
302,31.2,2014-01-21 10:00:00,1,1,1
302,27.85714286,2014-01-21 11:00:00,1,1,1
302,32.26666667,2014-01-21 12:00:00,1,1,1
302,32.375,2014-01-21 13:00:00,1,1,1
302,32.5,2014-01-21 14:00:00,1,1,1
302,23.33333333,2014-01-21 15:00:00,1,1,1
302,26.66666667,2014-01-21 16:00:00,1,1,1
302,19.07692308,2014-01-21 17:00:00,1,1,1
302,15.1875,2014-01-21 18:00:00,1,1,1
302,28.2,2014-01-21 19:00:00,1,1,1
302,31.57142857,2014-01-21 20:00:00,1,1,1
302,31,2014-01-21 21:00:00,1,1,1
302,34,2014-01-21 22:00:00,1,1,1
302,34,2014-01-21 23:00:00,1,1,1
302,34,2014-01-22 00:00:00,1,1,1
302,34,2014-01-22 01:00:00,1,1,1
302,34,2014-01-22 02:00:00,1,1,1
302,34,2014-01-22 03:00:00,1,1,1
302,33.66666667,2014-01-22 04:00:00,1,1,1
302,34,2014-01-22 05:00:00,1,1,1
302,34,2014-01-22 06:00:00,1,1,1
302,32.125,2014-01-22 07:00:00,1,1,1
302,24.42857143,2014-01-22 08:00:00,1,1,1
302,27.6,2014-01-22 09:00:00,1,1,1
302,27.625,2014-01-22 10:00:00,1,1,1
302,27.84615385,2014-01-22 11:00:00,1,1,1
302,30.73333333,2014-01-22 12:00:00,1,1,1
302,30.13333333,2014-01-22 13:00:00,1,1,1
302,29.46666667,2014-01-22 14:00:00,1,1,1
302,25.53333333,2014-01-22 15:00:00,1,1,1
302,26,2014-01-22 16:00:00,1,1,1
302,24.23076923,2014-01-22 17:00:00,1,1,1
302,23.26666667,2014-01-22 18:00:00,1,1,1
302,32.93333333,2014-01-22 19:00:00,1,1,1
302,32.125,2014-01-22 20:00:00,1,1,1
302,32.53333333,2014-01-22 21:00:00,1,1,1
302,33.85714286,2014-01-22 22:00:00,1,1,1
302,34,2014-01-22 23:00:00,1,1,1
302,34,2014-01-23 00:00:00,1,1,1
302,34,2014-01-23 01:00:00,1,1,1
302,34.78571429,2014-01-23 02:00:00,1,1,1
302,36.66666667,2014-01-23 03:00:00,1,1,1
302,36.93333333,2014-01-23 04:00:00,1,1,1
302,37,2014-01-23 05:00:00,1,1,1
302,36.64285714,2014-01-23 06:00:00,1,1,1
302,34.73333333,2014-01-23 07:00:00,1,1,1
302,27.4,2014-01-23 08:00:00,1,1,1
302,24.3125,2014-01-23 09:00:00,1,1,1
302,26,2014-01-23 10:00:00,1,1,1
302,23.375,2014-01-23 11:00:00,1,1,1
302,28.53846154,2014-01-23 12:00:00,1,1,1
302,25.66666667,2014-01-23 13:00:00,1,1,1
302,16.53333333,2014-01-23 14:00:00,1,1,1
302,18.8,2014-01-23 15:00:00,1,1,1
302,18.5,2014-01-23 16:00:00,1,1,1
302,18.4,2014-01-23 17:00:00,1,1,1
302,15.92857143,2014-01-23 18:00:00,1,1,1
302,27.13333333,2014-01-23 19:00:00,1,1,1
302,32.75,2014-01-23 20:00:00,1,1,1
302,35.28571429,2014-01-23 21:00:00,1,1,1
302,39.8,2014-01-23 22:00:00,1,1,1
302,39.625,2014-01-23 23:00:00,1,1,1
302,39.4375,2014-01-24 00:00:00,1,1,1
302,39.64285714,2014-01-24 01:00:00,1,1,1
302,39.73333333,2014-01-24 02:00:00,1,1,1
302,39.64285714,2014-01-24 03:00:00,1,1,1
302,39.73333333,2014-01-24 04:00:00,1,1,1
302,39.8,2014-01-24 05:00:00,1,1,1
302,39.73333333,2014-01-24 06:00:00,1,1,1
302,39.5,2014-01-24 07:00:00,1,1,1
302,23.86666667,2014-01-24 08:00:00,1,1,1
302,28.5,2014-01-24 09:00:00,1,1,1
302,33.64285714,2014-01-24 10:00:00,1,1,1
302,30.2,2014-01-24 11:00:00,1,1,1
302,25.73333333,2014-01-24 12:00:00,1,1,1
302,26.78571429,2014-01-24 13:00:00,1,1,1
302,27,2014-01-24 14:00:00,1,1,1
302,28.35714286,2014-01-24 15:00:00,1,1,1
302,23.66666667,2014-01-24 16:00:00,1,1,1
302,23.06666667,2014-01-24 17:00:00,1,1,1
302,23.1875,2014-01-24 18:00:00,1,1,1
302,29.5,2014-01-24 19:00:00,1,1,1
302,18.73333333,2014-01-24 20:00:00,1,1,1
302,27.9375,2014-01-24 21:00:00,1,1,1
302,34,2014-01-24 22:00:00,1,1,1
302,34,2014-01-24 23:00:00,1,1,1
302,34.13333333,2014-01-25 00:00:00,1,1,2
302,34,2014-01-25 01:00:00,1,1,2
302,34,2014-01-25 02:00:00,1,1,2
302,34.8,2014-01-25 03:00:00,1,1,2
302,34.93333333,2014-01-25 04:00:00,1,1,2
302,35,2014-01-25 05:00:00,1,1,2
302,34.86666667,2014-01-25 06:00:00,1,1,2
302,33.13333333,2014-01-25 07:00:00,1,1,2
302,33.42857143,2014-01-25 08:00:00,1,1,2
302,33.73333333,2014-01-25 09:00:00,1,1,2
302,33.66666667,2014-01-25 10:00:00,1,1,2
302,33.73333333,2014-01-25 11:00:00,1,1,2
302,30.66666667,2014-01-25 12:00:00,1,1,2
302,32.5,2014-01-25 13:00:00,1,1,2
302,31.2,2014-01-25 14:00:00,1,1,2
302,25.4,2014-01-25 15:00:00,1,1,2
302,20.4,2014-01-25 16:00:00,1,1,2
302,19.14285714,2014-01-25 17:00:00,1,1,2
302,32.53333333,2014-01-25 18:00:00,1,1,2
302,36,2014-01-25 19:00:00,1,1,2
302,35.8,2014-01-25 20:00:00,1,1,2
302,36,2014-01-25 21:00:00,1,1,2
302,36,2014-01-25 22:00:00,1,1,2
302,36,2014-01-25 23:00:00,1,1,2
302,36,2014-01-26 00:00:00,2,1,2
302,36,2014-01-26 01:00:00,2,1,2
302,36,2014-01-26 02:00:00,2,1,2
302,36,2014-01-26 03:00:00,2,1,2
302,36,2014-01-26 04:00:00,2,1,2
302,36,2014-01-26 05:00:00,2,1,2
302,35.93333333,2014-01-26 06:00:00,2,1,2
302,36.4,2014-01-26 07:00:00,2,1,2
302,34,2014-01-26 08:00:00,2,1,2
302,34.35714286,2014-01-26 09:00:00,2,1,2
302,34.375,2014-01-26 10:00:00,2,1,2
302,31.66666667,2014-01-26 11:00:00,2,1,2
302,35.06666667,2014-01-26 12:00:00,2,1,2
302,34.71428571,2014-01-26 13:00:00,2,1,2
302,33.125,2014-01-26 14:00:00,2,1,2
302,33.13333333,2014-01-26 15:00:00,2,1,2
302,26.69230769,2014-01-26 16:00:00,2,1,2
302,23.93333333,2014-01-26 17:00:00,2,1,2
302,30,2014-01-26 18:00:00,2,1,2
302,33.66666667,2014-01-26 19:00:00,2,1,2
302,34.66666667,2014-01-26 20:00:00,2,1,2
302,35.5,2014-01-26 21:00:00,2,1,2
302,35.8125,2014-01-26 22:00:00,2,1,2
302,35.85714286,2014-01-26 23:00:00,2,1,2
302,35.66666667,2014-01-27 00:00:00,1,1,1
302,35.78571429,2014-01-27 01:00:00,1,1,1
302,35.86666667,2014-01-27 02:00:00,1,1,1
302,35.8,2014-01-27 03:00:00,1,1,1
302,35.73333333,2014-01-27 04:00:00,1,1,1
302,35.66666667,2014-01-27 05:00:00,1,1,1
302,35.8,2014-01-27 06:00:00,1,1,1
302,35.8,2014-01-27 07:00:00,1,1,1
302,30.06666667,2014-01-27 08:00:00,1,1,1
302,31.66666667,2014-01-27 09:00:00,1,1,1
302,31.13333333,2014-01-27 10:00:00,1,1,1
302,30.07142857,2014-01-27 11:00:00,1,1,1
302,29.4,2014-01-27 12:00:00,1,1,1
302,29.4375,2014-01-27 13:00:00,1,1,1
302,28.07142857,2014-01-27 14:00:00,1,1,1
302,16.4,2014-01-27 15:00:00,1,1,1
302,24.8125,2014-01-27 16:00:00,1,1,1
302,13.14285714,2014-01-27 17:00:00,1,1,1
302,29.06666667,2014-01-27 18:00:00,1,1,1
302,36,2014-01-27 19:00:00,1,1,1
302,35.66666667,2014-01-27 20:00:00,1,1,1
302,35.93333333,2014-01-27 21:00:00,1,1,1
302,36,2014-01-27 22:00:00,1,1,1
302,36,2014-01-27 23:00:00,1,1,1
302,36.06666667,2014-01-28 00:00:00,1,1,1
302,36,2014-01-28 01:00:00,1,1,1
302,36,2014-01-28 02:00:00,1,1,1
302,36.33333333,2014-01-28 03:00:00,1,1,1
302,37,2014-01-28 04:00:00,1,1,1
302,37,2014-01-28 05:00:00,1,1,1
302,36.2,2014-01-28 06:00:00,1,1,1
302,37.26666667,2014-01-28 07:00:00,1,1,1
302,34.4,2014-01-28 08:00:00,1,1,1
302,36.0625,2014-01-28 09:00:00,1,1,1
302,25.84615385,2014-01-28 10:00:00,1,1,1
302,36,2014-01-28 11:00:00,1,1,1
302,35.5,2014-01-28 12:00:00,1,1,1
302,33.86666667,2014-01-28 13:00:00,1,1,1
302,35.75,2014-01-28 14:00:00,1,1,1
302,27.4,2014-01-28 15:00:00,1,1,1
302,21.2,2014-01-28 16:00:00,1,1,1
302,19.78571429,2014-01-28 17:00:00,1,1,1
302,28.33333333,2014-01-28 18:00:00,1,1,1
302,36,2014-01-28 19:00:00,1,1,1
302,36,2014-01-28 20:00:00,1,1,1
302,36.07142857,2014-01-28 21:00:00,1,1,1
302,36.625,2014-01-28 22:00:00,1,1,1
302,37,2014-01-28 23:00:00,1,1,1
302,37.06666667,2014-01-29 00:00:00,2,1,1
302,37,2014-01-29 01:00:00,2,1,1
302,37,2014-01-29 02:00:00,2,1,1
302,37,2014-01-29 03:00:00,2,1,1
302,37,2014-01-29 04:00:00,2,1,1
302,37,2014-01-29 05:00:00,2,1,1
302,37.5,2014-01-29 06:00:00,2,1,1
302,38,2014-01-29 07:00:00,2,1,1
302,36.14285714,2014-01-29 08:00:00,2,1,1
302,38,2014-01-29 09:00:00,2,1,1
302,38.13333333,2014-01-29 10:00:00,2,1,1
302,38,2014-01-29 11:00:00,2,1,1
302,38,2014-01-29 12:00:00,2,1,1
302,38.14285714,2014-01-29 13:00:00,2,1,1
302,35,2014-01-29 14:00:00,2,1,1
302,25.125,2014-01-29 15:00:00,2,1,1
302,26.5,2014-01-29 16:00:00,2,1,1
302,26.6,2014-01-29 17:00:00,2,1,1
302,36.14285714,2014-01-29 18:00:00,2,1,1
302,37.125,2014-01-29 19:00:00,2,1,1
302,37.33333333,2014-01-29 20:00:00,2,1,1
302,38,2014-01-29 21:00:00,2,1,1
302,38,2014-01-29 22:00:00,2,1,1
302,38,2014-01-29 23:00:00,2,1,1
302,37.92857143,2014-01-30 00:00:00,1,1,3
302,38.75,2014-01-30 01:00:00,1,1,3
302,39,2014-01-30 02:00:00,1,1,3
302,38.46666667,2014-01-30 03:00:00,1,1,3
302,40.33333333,2014-01-30 04:00:00,1,1,3
302,41,2014-01-30 05:00:00,1,1,3
302,39.6875,2014-01-30 06:00:00,1,1,3
302,41,2014-01-30 07:00:00,1,1,3
302,40.9375,2014-01-30 08:00:00,1,1,3
302,40.28571429,2014-01-30 09:00:00,1,1,3
302,40,2014-01-30 10:00:00,1,1,3
302,40,2014-01-30 11:00:00,1,1,3
302,40,2014-01-30 12:00:00,1,1,3
302,40,2014-01-30 13:00:00,1,1,3
302,40,2014-01-30 14:00:00,1,1,3
302,40,2014-01-30 15:00:00,1,1,3
302,40,2014-01-30 16:00:00,1,1,3
302,40,2014-01-30 17:00:00,1,1,3
302,40,2014-01-30 18:00:00,1,1,3
302,40,2014-01-30 19:00:00,1,1,3
302,40,2014-01-30 20:00:00,1,1,3
302,40.25,2014-01-30 21:00:00,1,1,3
302,41,2014-01-30 22:00:00,1,1,3
302,41,2014-01-30 23:00:00,1,1,3
302,41,2014-01-31 00:00:00,1,1,3
302,41,2014-01-31 01:00:00,1,1,3
302,41,2014-01-31 02:00:00,1,1,3
302,41,2014-01-31 03:00:00,1,1,3
302,41,2014-01-31 04:00:00,1,1,3
302,41,2014-01-31 05:00:00,1,1,3
302,41,2014-01-31 06:00:00,1,1,3
302,40.86666667,2014-01-31 07:00:00,1,1,3
302,40,2014-01-31 08:00:00,1,1,3
302,39,2014-01-31 09:00:00,1,1,3
302,39.4,2014-01-31 10:00:00,1,1,3
302,39.8,2014-01-31 11:00:00,1,1,3
302,40,2014-01-31 12:00:00,1,1,3
302,40,2014-01-31 13:00:00,1,1,3
302,40,2014-01-31 14:00:00,1,1,3
302,40,2014-01-31 15:00:00,1,1,3
302,40,2014-01-31 16:00:00,1,1,3
302,40,2014-01-31 17:00:00,1,1,3
302,40.33333333,2014-01-31 18:00:00,1,1,3
302,40.28571429,2014-01-31 19:00:00,1,1,3
302,39.86666667,2014-01-31 20:00:00,1,1,3
302,40.8,2014-01-31 21:00:00,1,1,3
302,40.86666667,2014-01-31 22:00:00,1,1,3
302,41,2014-01-31 23:00:00,1,1,3
